$GPRMC,123845,A,45.85,N,-118.19,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,45.95,N,-118.09,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,46.05,N,-117.99,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,46.15,N,-117.89,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,46.25,N,-117.79,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,46.35,N,-117.69,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,46.45,N,-117.59,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,46.55,N,-117.49,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,46.65,N,-117.39,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,46.75,N,-117.29,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,46.85,N,-117.19,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,46.95,N,-117.09,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,47.05,N,-116.99,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,47.15,N,-116.89,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,47.25,N,-116.79,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,47.35,N,-116.69,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,47.45,N,-116.59,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,47.55,N,-116.49,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,47.65,N,-116.39,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,47.75,N,-116.29,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,47.85,N,-116.19,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,47.95,N,-116.09,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,48.05,N,-115.99,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,48.15,N,-115.89,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,48.25,N,-115.79,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,48.35,N,-115.69,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,48.45,N,-115.59,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,48.55,N,-115.49,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,48.65,N,-115.39,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,48.75,N,-115.29,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,48.85,N,-115.19,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,48.95,N,-115.09,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,49.05,N,-114.99,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,49.15,N,-114.89,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,49.25,N,-114.79,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,49.35,N,-114.69,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,49.45,N,-114.59,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,49.55,N,-114.49,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,49.65,N,-114.39,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,49.75,N,-114.29,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,49.85,N,-114.19,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,49.95,N,-114.09,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,50.05,N,-113.99,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,50.15,N,-113.89,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,50.25,N,-113.79,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,50.35,N,-113.69,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,50.45,N,-113.59,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,50.55,N,-113.49,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,50.65,N,-113.39,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,50.75,N,-113.29,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,50.85,N,-113.19,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,50.95,N,-113.09,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,51.05,N,-112.99,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,51.15,N,-112.89,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,51.25,N,-112.79,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,51.35,N,-112.69,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,51.45,N,-112.59,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,51.55,N,-112.49,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,51.65,N,-112.39,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,51.75,N,-112.29,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,51.85,N,-112.19,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,51.95,N,-112.09,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,52.05,N,-111.99,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,52.15,N,-111.89,W,000.5,054.7,210411,020.3,E,*68

